"longitude";"latitude";"delivery_company_id";"id"
"";"";"13";"3607"
"";"";"13";"4323"
"34.585908";"57.586718";"10";"5498"
"";"";"13";"2985"
"";"";"13";"2993"
"";"";"13";"4716"
"";"";"13";"3609"
"";"";"13";"4166"
"";"";"13";"3611"
"";"";"13";"2661"
"";"";"13";"6674"
"";"";"13";"4163"
"158.633594";"53.056707";"1";"736"
"";"";"13";"4167"
"127.535375";"50.267476";"12";"1901"
"";"";"13";"3612"
"";"";"13";"3618"
"";"";"13";"3614"
"";"";"13";"4358"
"";"";"13";"4359"
"60.106339";"57.920227";"1";"5122"
"";"";"13";"4178"
"";"";"13";"3620"
"";"";"13";"4175"
"";"";"13";"3616"
"";"";"13";"3629"
"";"";"13";"3625"
"";"";"13";"3633"
"50.291295";"53.306941";"10";"2085"
"49.117885";"55.821087";"12";"1467"
"40.955990";"57.760731";"1";"643"
"";"";"13";"3630"
"35.910360";"56.858027";"10";"846"
"";"";"13";"3631"
"";"";"13";"4697"
"50.112625";"53.197054";"1";"668"
"20.496456";"54.719570";"12";"1989"
"37.719899";"55.612726";"12";"6605"
"39.717019";"47.223166";"1";"666"
"127.526500";"50.263852";"1";"623"
"";"";"13";"3634"
"137.003789";"50.534433";"1";"642"
"";"";"13";"4699"
"44.024941";"56.319924";"12";"5470"
"";"";"13";"5187"
"49.105838";"55.776697";"10";"983"
"";"";"13";"3644"
"";"";"13";"3637"
"";"";"13";"4381"
"";"";"13";"4380"
"69.012057";"61.000105";"1";"734"
"47.898732";"56.637173";"10";"5500"
"";"";"13";"2753"
"33.081700";"68.953314";"10";"1129"
"";"";"13";"4379"
"";"";"13";"3642"
"";"";"13";"3654"
"";"";"13";"3049"
"";"";"13";"3650"
"87.112545";"53.765343";"10";"1125"
"86.091583";"55.355104";"10";"1122"
"49.132322";"55.777284";"10";"987"
"49.171482";"55.785684";"10";"991"
"";"";"13";"2557"
"";"";"13";"4353"
"";"";"13";"4390"
"";"";"13";"3655"
"36.586231";"50.580936";"1";"621"
"";"";"13";"3656"
"37.575991";"55.570377";"12";"5525"
"";"";"13";"3651"
"";"";"13";"3659"
"";"";"13";"4701"
"44.268519";"46.310637";"1";"729"
"49.963838";"53.088357";"12";"5044"
"";"";"13";"2584"
"";"";"13";"4405"
"";"";"13";"3660"
"";"";"13";"3669"
"";"";"13";"3062"
"";"";"13";"3665"
"37.491170";"55.788753";"12";"5659"
"";"";"13";"3666"
"";"";"13";"3672"
"";"";"13";"3670"
"37.624055";"55.684491";"10";"7704"
"";"";"13";"3675"
"";"";"12";"4911"
"84.944984";"56.492562";"10";"1126"
"";"";"13";"3685"
"";"";"13";"3693"
"";"";"13";"3689"
"";"";"13";"3696"
"";"";"13";"3691"
"";"";"13";"4427"
"";"";"13";"3066"
"34.103740";"44.945494";"12";"6003"
"56.305352";"58.002497";"10";"1106"
"37.752975";"55.658129";"1";"721"
"";"";"13";"3694"
"38.917473";"47.215213";"10";"5087"
"";"";"13";"3705"
"37.707089";"55.781772";"1";"1832"
"";"";"13";"3712"
"";"";"13";"4441"
"56.221710";"58.012661";"10";"1591"
"37.599319";"55.755261";"1";"1837"
"";"";"13";"4724"
"44.534336";"48.514157";"10";"1011"
"";"";"13";"3706"
"";"";"13";"3715"
"";"";"13";"3726"
"";"";"13";"6694"
"39.144715";"51.714989";"10";"926"
"37.707997";"55.911179";"1";"1838"
"";"";"13";"4453"
"";"";"13";"3745"
"";"";"13";"3742"
"";"";"13";"3747"
"";"";"13";"3748"
"";"";"13";"3749"
"61.329206";"55.189491";"1";"1830"
"60.636374";"56.831296";"10";"1087"
"";"";"13";"4461"
"52.378628";"55.720546";"10";"992"
"38.977415";"45.050998";"10";"1963"
"";"";"13";"3753"
"";"";"13";"3087"
"";"";"13";"3755"
"";"";"13";"3487"
"37.539374";"55.689505";"10";"780"
"";"";"13";"4471"
"55.985912";"54.729645";"10";"1818"
"";"";"13";"3763"
"";"";"13";"3765"
"";"";"13";"2637"
"";"";"13";"5420"
"";"";"13";"3088"
"";"";"13";"6692"
"";"";"13";"3305"
"50.226595";"53.200323";"1";"4633"
"";"";"13";"3606"
"";"";"13";"3828"
"";"";"13";"4485"
"";"";"13";"4271"
"";"";"13";"2879"
"";"";"13";"3090"
"";"";"13";"3768"
"55.918026";"53.620154";"10";"1021"
"";"";"13";"3302"
"";"";"13";"3770"
"";"";"13";"3775"
"30.251364";"59.842547";"10";"4923"
"";"";"13";"6703"
"";"";"13";"2892"
"";"";"13";"3781"
"";"";"13";"3774"
"";"";"13";"2779"
"33.091689";"68.914203";"1";"4679"
"";"";"13";"4388"
"43.982564";"56.281723";"10";"907"
"";"";"13";"6699"
"43.985053";"56.303218";"10";"910"
"";"";"13";"6710"
"";"";"13";"3786"
"37.580643";"55.570014";"1";"4786"
"";"";"13";"3723"
"39.838589";"57.584004";"10";"941"
"37.889565";"51.320461";"1";"4825"
"65.371726";"55.489373";"10";"2001"
"";"";"13";"4547"
"";"";"13";"3785"
"";"";"13";"3796"
"30.249123";"60.007131";"10";"1587"
"";"";"13";"4552"
"";"";"13";"3839"
"";"";"13";"4551"
"44.042833";"56.299790";"10";"919"
"";"";"13";"3354"
"";"";"13";"3808"
"";"";"13";"3813"
"";"";"13";"3823"
"";"";"13";"3822"
"";"";"13";"3825"
"43.439869";"56.239033";"1";"5280"
"";"";"12";"1672"
"38.429910";"55.834906";"12";"6212"
"";"";"13";"6551"
"";"";"13";"5134"
"";"";"13";"4553"
"";"";"13";"6406"
"";"";"13";"5221"
"";"";"13";"5220"
"";"";"13";"6409"
"49.103405";"55.826584";"1";"4823"
"53.207944";"56.842021";"10";"1593"
"";"";"13";"2104"
"";"";"13";"2509"
"";"";"13";"5222"
"";"";"13";"6417"
"";"";"13";"2511"
"";"";"13";"6418"
"";"";"13";"2953"
"55.935399";"53.355131";"10";"2086"
"38.137421";"56.315012";"10";"853"
"38.834792";"58.051579";"10";"1189"
"53.217121";"56.873438";"10";"4674"
"";"";"13";"2956"
"";"";"13";"3369"
"";"";"13";"3375"
"";"";"13";"5553"
"";"";"13";"2538"
"37.564750";"55.673818";"10";"4588"
"";"";"13";"2958"
"37.429718";"55.858751";"10";"4585"
"56.234195";"58.010259";"12";"5596"
"";"";"13";"2957"
"";"";"13";"3376"
"";"";"13";"3377"
"";"";"13";"2550"
"";"";"13";"2546"
"39.708080";"47.217463";"10";"4592"
"";"";"12";"4731"
"";"";"13";"3381"
"";"";"13";"4319"
"39.183160";"51.663131";"10";"1966"
"";"";"13";"3700"
"";"";"13";"4578"
"";"";"13";"2554"
"";"";"13";"5423"
"";"";"13";"3379"
"33.105137";"68.950963";"12";"1882"
"";"";"13";"3387"
"";"";"13";"2553"
"37.662634";"55.738014";"10";"4635"
"";"";"13";"2562"
"";"";"13";"5426"
"";"";"13";"2569"
"";"";"13";"4708"
"129.726931";"62.027394";"1";"4873"
"";"";"13";"6000"
"";"";"13";"2128"
"37.569243";"55.822000";"10";"4640"
"";"";"13";"5425"
"";"";"13";"5428"
"";"";"13";"3386"
"";"";"13";"3389"
"";"";"13";"3388"
"";"";"13";"5455"
"";"";"13";"2606"
"";"";"13";"2608"
"45.174812";"53.193256";"1";"5347"
"";"";"13";"3392"
"";"";"13";"3391"
"48.602751";"54.382685";"10";"4646"
"30.521567";"56.346724";"10";"4647"
"37.660215";"55.740740";"10";"4990"
"";"";"13";"2622"
"";"";"13";"4401"
"";"";"13";"2627"
"";"";"13";"2625"
"";"";"13";"5430"
"";"";"13";"2628"
"73.278898";"54.986531";"10";"1116"
"";"";"13";"2400"
"";"";"13";"4407"
"";"";"13";"2401"
"";"";"13";"3398"
"";"";"13";"5432"
"";"";"13";"3394"
"";"";"13";"3404"
"";"";"13";"2631"
"";"";"13";"2633"
"44.420853";"48.603841";"10";"1009"
"";"";"13";"2634"
"";"";"13";"2636"
"";"";"13";"3867"
"39.772569";"54.609042";"10";"1967"
"41.946725";"44.624142";"1";"4917"
"";"";"13";"5405"
"";"";"13";"2642"
"";"";"13";"2639"
"39.735747";"54.628300";"10";"1968"
"";"";"13";"2650"
"";"";"13";"2647"
"";"";"13";"2649"
"";"";"13";"6552"
"";"";"13";"3831"
"";"";"13";"3837"
"44.191633";"56.147822";"1";"5281"
"59.952844";"56.897703";"1";"4843"
"";"";"13";"6714"
"38.074258";"44.552669";"1";"4965"
"";"";"13";"4415"
"42.715593";"43.904771";"1";"5071"
"";"";"13";"6435"
"";"";"13";"6432"
"";"";"13";"2450"
"";"";"13";"3836"
"";"";"13";"4707"
"49.124594";"55.792259";"10";"993"
"39.255327";"51.680777";"1";"4983"
"41.104833";"44.992957";"1";"4984"
"87.155205";"53.786502";"12";"1526"
"";"";"13";"3856"
"";"";"13";"2113"
"";"";"13";"6719"
"";"";"13";"5436"
"50.252527";"53.246950";"10";"969"
"";"";"13";"2117"
"";"";"13";"3842"
"40.094264";"47.421168";"1";"5015"
"";"";"13";"3120"
"60.822674";"56.914541";"1";"5082"
"";"";"13";"3841"
"";"";"13";"5398"
"";"";"13";"2133"
"43.586249";"43.479214";"1";"5320"
"";"";"13";"3846"
"";"";"13";"3126"
"33.065027";"68.963493";"12";"1888"
"";"";"13";"2138"
"";"";"13";"5307"
"49.963838";"53.088357";"1";"5300"
"56.050571";"54.765150";"1";"5162"
"";"";"13";"3850"
"";"";"13";"2137"
"53.819506";"56.475891";"1";"5311"
"53.993690";"57.053710";"1";"5312"
"86.637084";"54.001558";"1";"5314"
"";"";"13";"3845"
"82.919178";"55.029326";"10";"1058"
"39.880846";"57.629023";"10";"940"
"83.934906";"53.391620";"1";"5323"
"85.174609";"52.512894";"1";"5324"
"39.698455";"54.630818";"10";"932"
"";"";"13";"3888"
"";"";"13";"6443"
"";"";"13";"3887"
"";"";"13";"2163"
"";"";"13";"3456"
"63.625085";"56.085982";"1";"5317"
"";"";"13";"6700"
"";"";"13";"2173"
"";"";"13";"3857"
"";"";"13";"2195"
"47.228406";"56.146585";"10";"1041"
"";"";"13";"3500"
"";"";"13";"3848"
"";"";"13";"2460"
"60.560249";"56.977530";"1";"6071"
"";"";"13";"3894"
"";"";"13";"2226"
"";"";"13";"2230"
"";"";"13";"2285"
"";"";"13";"2287"
"44.434892";"48.655715";"10";"1019"
"";"";"13";"3860"
"";"";"13";"2654"
"34.375328";"61.788309";"1";"6948"
"37.568361";"55.680373";"10";"754"
"";"";"13";"2981"
"";"";"13";"3877"
"";"";"13";"6680"
"61.438765";"55.160180";"1";"6028"
"30.299735";"60.001109";"1";"7019"
"30.357281";"59.945013";"1";"7021"
"37.542554";"55.772907";"1";"6075"
"";"";"13";"3097"
"37.435052";"55.862884";"10";"787"
"";"";"13";"3105"
"";"";"13";"2242"
"";"";"13";"3882"
"";"";"13";"3884"
"";"";"13";"6679"
"";"";"13";"6685"
"41.956849";"45.038922";"1";"6091"
"37.583868";"54.164703";"1";"6129"
"37.897381";"55.682685";"10";"790"
"37.915112";"55.689431";"10";"791"
"37.518178";"55.806456";"10";"800"
"";"";"13";"3112"
"";"";"13";"3553"
"";"";"13";"2669"
"";"";"13";"2679"
"";"";"13";"6393"
"";"";"13";"3114"
"";"";"13";"3552"
"";"";"13";"2116"
"";"";"13";"2106"
"";"";"13";"3889"
"37.632197";"55.898947";"12";"7576"
"";"";"13";"2692"
"37.683512";"55.745721";"10";"824"
"37.994407";"59.120830";"1";"6168"
"37.542670";"55.793557";"10";"821"
"87.288865";"53.781991";"1";"6132"
"49.265928";"53.539500";"1";"6169"
"";"";"13";"2711"
"";"";"13";"3818"
"37.164824";"56.739086";"10";"849"
"39.799050";"64.556714";"12";"1945"
"";"";"13";"4202"
"60.584818";"59.601165";"1";"6146"
"47.832226";"52.017265";"1";"6148"
"38.810967";"55.081236";"1";"6171"
"48.046891";"46.360750";"10";"1049"
"37.554592";"55.547498";"10";"7705"
"91.677908";"53.697974";"1";"5284"
"40.970490";"57.015277";"1";"6217"
"83.689388";"53.334731";"1";"6218"
"83.763652";"53.343452";"1";"6219"
"";"";"13";"4201"
"37.565003";"55.574055";"10";"7706"
"37.403997";"55.649591";"1";"6300"
"";"";"13";"4211"
"";"";"13";"4207"
"37.645889";"55.729764";"10";"1956"
"60.635085";"56.854243";"10";"1081"
"";"";"13";"4231"
"45.120768";"54.217163";"1";"6221"
"37.735395";"55.816844";"1";"6222"
"37.588103";"55.894204";"10";"7707"
"73.371661";"54.994067";"1";"6223"
"77.575786";"60.724103";"1";"6352"
"37.604359";"55.614739";"1";"6301"
"30.276886";"59.941915";"10";"859"
"37.574893";"55.759694";"1";"6241"
"37.345897";"55.859268";"10";"7708"
"85.164959";"52.511804";"10";"1120"
"37.738575";"55.632916";"1";"6374"
"44.509739";"48.704311";"10";"1017"
"92.806048";"56.012979";"1";"6368"
"";"";"13";"3193"
"39.741881";"47.286439";"1";"6305"
"";"";"13";"3853"
"37.634580";"55.728478";"10";"7709"
"";"";"13";"3885"
"";"";"13";"3202"
"";"";"13";"2139"
"";"";"13";"3852"
"37.739157";"55.648192";"10";"794"
"37.572379";"55.687477";"1";"6373"
"30.229648";"59.858803";"10";"870"
"";"";"13";"2167"
"";"";"13";"2142"
"";"";"13";"3206"
"";"";"13";"3208"
"";"";"13";"3890"
"";"";"13";"3209"
"";"";"13";"3210"
"39.872074";"43.519778";"1";"6563"
"";"";"13";"3891"
"";"";"13";"3895"
"30.273300";"59.999934";"10";"873"
"30.315941";"59.881889";"10";"874"
"49.085923";"55.864540";"1";"6283"
"37.445413";"55.826624";"10";"7710"
"37.494453";"55.931953";"10";"7711"
"30.382947";"59.830040";"10";"878"
"50.143492";"53.188810";"1";"6498"
"56.192262";"57.988921";"1";"6564"
"30.191535";"59.853155";"10";"881"
"75.439323";"63.191413";"1";"6306"
"";"";"13";"3233"
"";"";"13";"3967"
"";"";"13";"5206"
"";"";"13";"3897"
"";"";"13";"3240"
"63.318597";"61.310585";"1";"6478"
"";"";"13";"3678"
"";"";"13";"4274"
"";"";"13";"4275"
"49.299390";"53.525986";"1";"6501"
"85.040336";"56.512280";"1";"6472"
"92.907791";"56.043708";"1";"6369"
"";"";"13";"3906"
"55.917626";"52.960404";"1";"6492"
"";"";"13";"3907"
"";"";"13";"4294"
"";"";"13";"3113"
"";"";"12";"1625"
"";"";"12";"1626"
"";"";"12";"1627"
"";"";"13";"3690"
"";"";"13";"3911"
"58.473040";"51.225182";"1";"5955"
"37.630321";"55.760896";"10";"832"
"37.593901";"55.797007";"1";"6372"
"39.584514";"52.598068";"1";"6494"
"37.526707";"55.676602";"10";"842"
"44.268528";"46.310612";"12";"5266"
"";"";"13";"3913"
"";"";"13";"4302"
"91.430053";"53.721923";"1";"617"
"37.494799";"55.948411";"10";"798"
"37.665973";"55.683000";"10";"7713"
"";"";"13";"4712"
"";"";"13";"3143"
"43.823367";"55.405475";"1";"6587"
"";"";"13";"3914"
"";"";"13";"3924"
"59.940841";"57.917181";"1";"6496"
"60.138722";"57.915025";"1";"6497"
"";"";"13";"3919"
"37.583040";"55.778850";"10";"802"
"41.993320";"45.051589";"1";"6500"
"37.523301";"55.733607";"10";"4637"
"";"";"13";"4312"
"37.644854";"55.769413";"1";"6622"
"65.577322";"57.109679";"1";"6580"
"83.672277";"53.335415";"10";"1158"
"37.573726";"55.703386";"10";"7714"
"";"";"13";"4014"
"";"";"13";"3155"
"";"";"13";"3930"
"";"";"13";"3925"
"37.633313";"55.756905";"10";"796"
"37.656613";"55.708496";"1";"6640"
"91.417944";"53.738581";"1";"7022"
"37.766593";"55.702932";"1";"6639"
"48.351841";"54.306145";"10";"1169"
"37.650482";"55.740923";"10";"783"
"";"";"13";"3750"
"";"";"13";"4315"
"39.180040";"51.655188";"1";"6763"
"";"";"12";"4871"
"";"";"13";"3916"
"";"";"13";"4316"
"";"";"13";"2315"
"";"";"13";"3926"
"37.528845";"51.285706";"1";"6900"
"37.783282";"55.788849";"10";"7715"
"37.606502";"55.640060";"10";"753"
"37.502129";"55.818103";"1";"6739"
"37.515361";"55.780385";"10";"7716"
"";"";"13";"3171"
"";"";"13";"3936"
"39.725693";"43.615202";"1";"6762"
"30.136907";"59.580274";"10";"905"
"";"";"13";"4334"
"";"";"13";"2337"
"36.753061";"56.325635";"10";"7717"
"";"";"13";"3929"
"";"";"13";"4916"
"45.951378";"51.505630";"1";"6811"
"158.663158";"53.035480";"1";"6969"
"73.287390";"55.033790";"1";"6827"
"";"";"13";"3943"
"";"";"13";"3948"
"";"";"13";"3956"
"37.753730";"55.752035";"1";"6813"
"37.582599";"55.726982";"10";"7718"
"";"";"13";"3952"
"32.077949";"54.767456";"1";"6829"
"";"";"13";"2355"
"60.250877";"56.501421";"1";"6831"
"";"";"13";"3955"
"";"";"13";"3954"
"55.958198";"53.641152";"10";"1199"
"";"";"13";"4349"
"";"";"13";"4347"
"";"";"12";"1223"
"46.004908";"51.610616";"1";"6828"
"";"";"13";"3960"
"";"";"13";"4355"
"";"";"13";"3961"
"43.990337";"56.291349";"1";"6870"
"";"";"13";"4360"
"37.668655";"55.739695";"10";"7719"
"";"";"13";"3762"
"";"";"13";"4363"
"";"";"13";"3963"
"";"";"13";"2730"
"35.344736";"52.353716";"1";"6838"
"60.590207";"56.836623";"1";"6873"
"37.575692";"55.570166";"1";"6874"
"";"";"13";"3966"
"28.277889";"57.817780";"10";"944"
"33.060950";"68.966989";"10";"1128"
"60.562449";"56.816853";"1";"6970"
"37.638120";"55.809922";"10";"7720"
"76.567687";"60.942148";"10";"1112"
"";"";"13";"3965"
"";"";"13";"3969"
"";"";"13";"3968"
"55.113421";"51.763143";"1";"6875"
"";"";"13";"3973"
"38.995528";"45.137369";"10";"1031"
"";"";"13";"3976"
"";"";"13";"6399"
"86.610304";"53.877518";"1";"6876"
"142.743619";"46.938202";"12";"1880"
"60.555523";"56.807082";"1";"6971"
"";"";"13";"5210"
"37.836770";"56.011379";"1";"6965"
"";"";"13";"4711"
"92.886200";"56.014624";"10";"1107"
"60.610050";"56.809901";"1";"6972"
"";"";"13";"4005"
"";"";"13";"4018"
"39.127479";"45.031578";"1";"6901"
"60.610616";"56.888028";"1";"6973"
"38.912116";"45.028565";"1";"6902"
"";"";"13";"4015"
"";"";"13";"4013"
"";"";"13";"4030"
"";"";"13";"4022"
"";"";"13";"4032"
"37.606325";"55.595771";"1";"7696"
"39.635498";"47.209285";"10";"1961"
"60.656925";"56.851884";"1";"6974"
"38.129377";"56.301915";"10";"7712"
"60.682986";"56.834466";"1";"6977"
"39.707781";"47.215455";"10";"1155"
"73.415167";"54.960540";"1";"6966"
"";"";"13";"4038"
"";"";"13";"4035"
"";"";"13";"4041"
"";"";"13";"4033"
"";"";"13";"4037"
"30.489771";"59.840892";"10";"7722"
"";"";"13";"4046"
"41.911171";"45.050228";"10";"1047"
"38.987422";"45.038579";"1";"6907"
"60.611135";"56.795643";"10";"7724"
"";"";"13";"4053"
"";"";"13";"4051"
"";"";"13";"4042"
"158.641270";"53.068430";"10";"4675"
"61.336835";"55.195063";"10";"7725"
"43.038741";"44.053080";"10";"4676"
"37.588637";"55.738571";"1";"7006"
"33.521727";"44.569525";"10";"4678"
"";"";"13";"4052"
"";"";"13";"2820"
"";"";"13";"4057"
"37.518228";"55.806413";"1";"4663"
"37.453324";"55.893051";"1";"4604"
"37.613330";"54.188534";"10";"7727"
"86.114874";"55.398835";"1";"7028"
"107.583940";"51.826020";"10";"1130"
"";"";"13";"4055"
"43.585692";"43.472772";"10";"7728"
"49.299391";"53.525986";"1";"4799"
"50.232673";"53.242006";"10";"971"
"";"";"13";"4059"
"41.304303";"56.371556";"1";"7029"
"";"";"12";"6193"
"60.209662";"59.767136";"1";"7107"
"44.023673";"43.755834";"10";"7729"
"39.551896";"52.588516";"1";"7032"
"52.644886";"58.139751";"1";"7234"
"41.920890";"45.036431";"10";"7730"
"135.065400";"48.477943";"10";"7731"
"37.470375";"55.855851";"1";"7108"
"38.887621";"47.221434";"10";"998"
"39.836929";"64.555826";"10";"7732"
"60.697592";"55.762232";"12";"5290"
"34.375328";"61.788309";"1";"7109"
"";"";"13";"4048"
"";"";"12";"1842"
"";"";"8";"615"
"";"";"13";"4070"
"";"";"12";"5460"
"37.663709";"55.732174";"1";"7123"
"";"";"13";"4064"
"";"";"1";"728"
"";"";"13";"4061"
"37.678325";"55.772163";"1";"7120"
"";"";"12";"1226"
"41.401785";"52.762086";"10";"7734"
"36.050146";"52.940457";"10";"7733"
"47.633806";"42.888422";"12";"1492"
"";"";"12";"1843"
"";"";"12";"1850"
"36.248962";"54.583608";"1";"7354"
"65.335064";"55.435580";"1";"7372"
"51.775632";"36.176073";"12";"1455"
"53.263844";"56.876869";"1";"7374"
"44.924299";"53.222358";"1";"5348"
"37.657394";"55.632397";"1";"7375"
"";"";"13";"4066"
"37.753668";"55.622964";"1";"7377"
"";"";"13";"4071"
"";"";"13";"4077"
"";"";"13";"4080"
"20.510700";"54.720500";"12";"2030"
"37.427750";"55.885554";"1";"7381"
"";"";"13";"3309"
"";"";"13";"4376"
"37.547656";"55.881980";"1";"7380"
"";"";"13";"3880"
"";"";"13";"4076"
"";"";"13";"4083"
"";"";"13";"4093"
"";"";"13";"4094"
"30.353721";"59.920921";"12";"1580"
"61.401736";"55.171524";"1";"7393"
"";"";"13";"4089"
"";"";"13";"4096"
"37.565174";"55.673818";"1";"4662"
"";"";"13";"4105"
"";"";"13";"4109"
"";"";"13";"4124"
"65.534193";"57.159194";"1";"7547"
"30.481638";"59.905913";"10";"7721"
"";"";"13";"4135"
"";"";"13";"4137"
"";"";"13";"4145"
"";"";"12";"1222"
"59.669874";"55.148369";"12";"1927"
"47.886430";"56.629411";"12";"1530"
"";"";"12";"1864"
"";"";"12";"1225"
"34.313400";"53.305000";"12";"1511"
"61.329035";"55.199862";"10";"7726"
"37.493586";"55.867071";"1";"7550"
"";"";"12";"1252"
"";"";"13";"4140"
"";"";"13";"4160"
"";"";"13";"4164"
"";"";"13";"4172"
"40.458114";"56.165510";"10";"951"
"56.245972";"54.758968";"1";"7566"
"";"";"13";"4168"
"45.006646";"53.209098";"1";"7567"
"104.278890";"52.281697";"10";"4649"
"";"";"13";"4182"
"";"";"13";"4179"
"";"";"13";"4181"
"";"";"13";"4183"
"";"";"13";"4192"
"";"";"13";"4196"
"";"";"13";"4197"
"61.292842";"55.164130";"1";"7568"
"";"";"13";"3244"
"50.812440";"61.694476";"12";"5829"
"";"";"1";"713"
"";"";"13";"4392"
"142.736610";"46.950746";"10";"1151"
"";"";"13";"4398"
"";"";"13";"3945"
"36.181633";"51.725486";"10";"963"
"49.411114";"53.532142";"1";"7569"
"";"";"13";"3953"
"142.729370";"46.967822";"10";"5091"
"";"";"13";"4396"
"";"";"12";"5784"
"";"";"13";"2806"
"";"";"13";"3251"
"30.265095";"59.855096";"1";"4817"
"30.523396";"56.342946";"12";"5918"
"";"";"13";"4421"
"";"";"12";"4794"
"";"";"13";"3597"
"";"";"12";"1242"
"";"";"13";"3262"
"";"";"13";"3257"
"";"";"13";"3603"
"";"";"13";"3259"
"";"";"13";"3987"
"";"";"13";"3994"
"";"";"13";"4423"
"";"";"13";"4435"
"37.297390";"55.687883";"10";"4957"
"43.646023";"43.503291";"10";"1043"
"";"";"12";"7670"
"";"";"13";"6705"
"";"";"1";"710"
"50.833775";"61.666688";"12";"1542"
"38.988365";"45.022268";"10";"2089"
"";"";"1";"737"
"";"";"12";"1980"
"";"";"13";"4470"
"";"";"13";"4056"
"";"";"13";"3293"
"48.381869";"54.320546";"12";"1457"
"";"";"13";"3622"
"";"";"12";"5010"
"";"";"13";"4477"
"37.583868";"54.164703";"12";"5075"
"";"";"12";"1862"
"";"";"1";"705"
"52.386307";"55.738394";"12";"1553"
"";"";"12";"1861"
"";"";"13";"4480"
"";"";"13";"2190"
"";"";"12";"6581"
"";"";"13";"4478"
"";"";"1";"712"
"";"";"13";"3296"
"";"";"13";"4494"
"";"";"13";"2435"
"";"";"12";"5516"
"";"";"13";"3917"
"";"";"12";"4665"
"";"";"12";"4853"
"";"";"13";"5167"
"";"";"1";"1833"
"92.887900";"55.990800";"12";"1562"
"";"";"12";"1426"
"";"";"12";"1255"
"20.507307";"54.707390";"12";"1976"
"";"";"13";"4509"
"";"";"13";"3314"
"";"";"13";"3318"
"";"";"13";"4073"
"";"";"13";"3621"
"";"";"13";"3927"
"";"";"13";"4507"
"";"";"12";"5123"
"";"";"12";"4769"
"";"";"12";"1253"
"";"";"13";"4506"
"";"";"13";"4529"
"";"";"12";"5960"
"";"";"13";"2959"
"";"";"12";"1938"
"";"";"13";"4088"
"";"";"13";"4525"
"";"";"13";"4531"
"";"";"13";"3971"
"";"";"13";"3357"
"";"";"13";"3358"
"";"";"13";"3360"
"";"";"12";"4979"
"";"";"13";"3972"
"";"";"13";"3978"
"";"";"13";"5552"
"";"";"13";"4557"
"";"";"13";"4559"
"";"";"13";"3981"
"";"";"13";"6708"
"";"";"13";"2951"
"";"";"13";"2964"
"";"";"13";"5168"
"38.975996";"45.040216";"12";"2094"
"";"";"13";"3363"
"";"";"13";"3510"
"";"";"13";"3974"
"";"";"13";"3368"
"";"";"12";"4753"
"";"";"13";"4562"
"";"";"13";"2591"
"";"";"13";"4563"
"";"";"13";"2966"
"";"";"13";"4432"
"";"";"13";"3992"
"";"";"12";"6800"
"";"";"12";"6154"
"";"";"13";"4266"
"";"";"13";"3407"
"";"";"13";"3409"
"";"";"13";"3668"
"";"";"13";"3418"
"";"";"13";"3681"
"";"";"13";"4136"
"37.322979";"44.880897";"12";"5964"
"";"";"13";"2983"
"";"";"13";"2998"
"";"";"13";"4141"
"";"";"12";"4735"
"";"";"13";"3423"
"";"";"13";"6673"
"";"";"13";"3682"
"";"";"13";"4003"
"";"";"13";"6672"
"";"";"13";"3677"
"";"";"13";"2984"
"";"";"13";"4008"
"";"";"13";"2994"
"37.697639";"55.612400";"12";"6052"
"60.605236";"56.785852";"12";"5437"
"";"";"12";"7051"
"60.816160";"56.503433";"12";"5291"
"";"";"13";"2335"
"";"";"13";"6444"
"49.410801";"53.539150";"10";"5371"
"";"";"13";"6483"
"";"";"13";"3550"
"";"";"13";"3004"
"101.634080";"56.151362";"12";"4751"
"60.510673";"56.885700";"10";"7723"
"";"";"13";"3028"
"";"";"13";"2996"
"";"";"13";"6446"
"";"";"13";"2664"
"";"";"13";"2125"
"";"";"13";"3556"
"";"";"13";"2108"
"";"";"13";"3014"
"";"";"13";"3010"
"";"";"13";"2223"
"";"";"13";"3546"
"104.335714";"52.265608";"12";"4844"
"";"";"13";"2974"
"37.565174";"55.673818";"1";"4667"
"";"";"13";"2507"
"30.284373";"59.947284";"1";"4816"
"";"";"13";"3020"
"";"";"13";"2535"
"";"";"13";"2684"
"";"";"12";"4845"
"";"";"12";"4897"
"";"";"13";"3017"
"132.897957";"42.830173";"1";"5389"
"";"";"12";"7379"
"";"";"13";"2177"
"";"";"13";"4438"
"";"";"13";"2244"
"";"";"12";"4858"
"";"";"13";"2551"
"";"";"13";"2131"
"";"";"13";"2140"
"";"";"13";"2134"
"";"";"13";"6546"
"";"";"13";"2172"
"";"";"13";"5545"
"";"";"12";"4606"
"";"";"13";"2526"
"";"";"12";"7397"
"";"";"12";"5248"
"30.385712";"60.014645";"12";"5111"
"";"";"13";"2822"
"";"";"13";"2202"
"";"";"13";"2225"
"";"";"13";"6536"
"37.501851";"55.742245";"12";"6742"
"";"";"13";"6456"
"";"";"13";"2578"
"37.542554";"55.772907";"12";"6025"
"";"";"13";"6534"
"";"";"13";"2653"
"";"";"13";"6745"
"37.488951";"55.843203";"12";"5393"
"";"";"13";"3071"
"37.573510";"55.807921";"12";"5627"
"37.604690";"55.652886";"12";"5963"
"";"";"13";"6683"
"";"";"12";"4733"
