37.579232;37.598157;55.495764
37.575948;37.589140;55.515054
37.539355;37.559348;55.515054
37.475614;37.583496;55.534344
37.551323;37.587230;55.553634
37.536836;37.612875;55.572924
37.527179;37.732392;55.592214
37.491477;37.770943;55.611504
37.469274;37.804628;55.630794
37.361028;37.402417;55.630794
37.446540;37.833731;55.650084
37.338663;37.422385;55.650084
37.408197;37.837256;55.669374
37.414315;37.864154;55.688664
37.918558;37.959453;55.688664
37.391144;37.951216;55.707954
37.371593;37.870620;55.727244
37.921968;37.934575;55.727244
37.866637;37.888829;55.746534
37.369676;37.842768;55.746534
37.369282;37.843134;55.765824
37.348537;37.842081;55.785114
37.372024;37.839564;55.804404
37.393063;37.835479;55.823694
37.470074;37.802182;55.842984
37.343840;37.466092;55.842984
37.395407;37.765191;55.862274
37.347006;37.378156;55.862274
37.459553;37.727539;55.881564
37.374376;37.413593;55.881564
37.515967;37.623051;55.900854
37.363213;37.397283;55.900854
37.530001;37.559169;55.920144
37.374750;37.394131;55.920144
37.520712;37.568354;55.939434
37.351860;37.408019;55.939434
37.413409;37.414579;55.958724
37.387501;37.453694;55.978014
